comment,date,stars
Been using Uber daily for the past 2 months. At first no prob. Then the nightmare began. Out of nowhere I am being suddenly charged a booking fee of $1.65 for every ride I request. Uber explains the fee as a necessity to reduce operating costs. Why is that my problem? When you are in business you have operating costs. If you don't want these costs don't be in business. Sucking it your customers is as low a tactic as you can employ.,"Aug. 4, 2016",1.0
"Was quoted a max ride price of $27. When receipt sent to me, it read $35. Emailed Uber Help desk back and forth with company never admitting they jacked up rate after the fact. Claimed I approved... Not so! No mention of surge pricing until after the fact. Will never use again. Switching to Lyft. ","Aug. 2, 2016",1.0
"I forgot something in my house. I asked the driver to hang on a minute. I jumped out, it took less than 2 minutes. I came back to the car and my purse was open. I did not notice till I was on the plane the driver stole $120.00 from my purse! Troy is his name, here is his phone number **. He is a 30 something ** man from Tennessee now in DC driving for Uber.","Aug. 2, 2016",1.0
"Was just charged $196 for a 10 mile/20 minute ride! We had to walk around to find our driver! What a ** scam! Will not do that again! Beware of the surge charge. The first request was 3.6, the second request was 5.1!","July 31, 2016",1.0
My wife took UBER with my 3 years old son from MALDEN MA to EAST BOSTON MA to a clinic. When they get there my son throw up a little bit. He only drinks milk. He does not eat any food and even his doctor knows that he does not eat any food so my wife grab some baby wipes and clean most of it but the driver was rushing her and he told her DON'T WORRY. He never told my wife that she will end up paying anything.,"July 29, 2016",1.0
"I have had nothing, but trouble dealing with UBER customer service. The only way to contact them is by email since there is NO phone number. Also, you get a reply from a different person each time you reply to an email. The UBER app became usable after a recent Android update, and this caused me to miss a meeting. UBER told me to just reload the app, use a desktop UBER app, download their app from their site instead of Google Play and finally said they fixed it but gave me no way to test it. I have now unloaded my UBER app and loaded LYFT, and they even paid me $50 for my first five rides, where UBER gave me nothing grief!","July 26, 2016",1.0
"I use my cards all over the world and have relied on taxis. My friends were telling me to try Uber so I did. The driver was great. However my payment wasn't accepted. The only customer service is by email which is more annoying than an IVR system. You get a response but you can tell it is either automated with the just the names changed or it is a copy and paste. There is no customer in their service. It's like speaking to a robot. I normally don't work with any company that doesn't have a customer service phone number and display it on their website, but I tried Uber because of the recommendations. After a couple of back and forth emails, they finally asked me to send photocopies of documents which further annoyed me. I probably won't use Uber again. I will take a taxi.","July 26, 2016",1.0
"Customer service guys have nice word and trying to chat as very friendly team, but they do not have any solution. They just play a game.","July 17, 2016",1.0
"I booked an Uber car. I wait for the driver to come at least 15-20 mins, and I also call him feel time to check how long he can be here. Then the driver can find me. I asked him to drive the car to the bus station. He doesn't know where is it. He said he doesn't want to pick me, then he cancelled my booking. After that I received one email, said deduct $6.27 dollars from my bank card. I'm very angry is I never cancel the booking, why you charged me? This is my problem? I wrote an email to the Uber customer, they are no really to help to solve the problem. Make me very disjointed and waste my time. I would not and make any bookings from Uber again, and share my experience to my friends. What a terrible company.","July 16, 2016",1.0
Undisclosed charges and fees - This company does not offer support to its driver partners. They adjust fare payments without giving the driver notice and close http links to access driver support and withhold account information. I haven't received full payment for service rendered and can not reach a live person or received a chat response to resolve it.,"Feb. 14, 2017",1.0
"I was an Uber driver for five months. I became slighted over their referral program. Basically, you share your link with people you want to refer. After their 20th ride the driver receives the referral pay. The first person I referred Uber claimed that the person did not use my referral code. The person told them that she signed up through my link. This was how she found out about Uber. That was the first incident in which I just chucked up the loose. Next, I referred my Godchild. I received a notice that she had completed her 20 rides and I would be getting a payment. This was in February. ","July 15, 2016",1.0
I was quoted $17 and when I entered the car the driver added a seat which raised my fare. He then did the same to the passenger who shared my ride. He denied it both times. Uber simply responded to me that I would be given a quote before entering which I was and still doesn't resolve my issue. The driver is scamming passengers. They don't track how often he is doing this?!?,"July 13, 2016",1.0
"A friend and I took Uber from Murfreesboro, Tennessee to Nashville for a concert. When the concert was over, got on app for a ride back. It was 8.7 times normal rate. There were people everywhere trying to get a better rate. We were all in the same situation. A lot were college kids. Thank God a taxi came by and offered us a lot better rate. Surge pricing should be against the law and Uber should be heavily fined for this or shut down! Don't ever take Uber or be ready to their surge pricing! Never will I take Uber again!","July 12, 2016",1.0
"Two days ago I took a trip with Uber in Santo Domingo, Dominican Republic. I normally use this service every day. Another passenger with me on the trip forgot their phone in the car. Since then we have sent about 20 messages to Uber Customer service. They finally determined that the driver found the phone but we are still waiting for it to be returned. Uber and the driver now have my direct contact information and yet the only way I can get any feedback is through the Uber Customer Service system. I think that in such cases Uber should make it easier for the driver and customer to communicate directly. I will no longer be using Uber or recommending their services after this incident. We just want our item returned and I no longer trust this service, its reliability or safety rating.","Feb. 11, 2017",1.0
"Let me start by saying that I have a disability. My team in my office decide to have lunch at Clyde's in Chinatown. The driver taking me to me to Chinatown, did pick me up in front of our building but want I did not like about him is that he keep trying to invite himself to lunch. The return was a nightmare, I was watching the driver going around in circles. I tried calling him but he did not answer. He finally called me, I could barely understand him. He wanted me to meet him almost a block away. I told him I have and disability and needed him to pick me up in front of Clyde's, he then just cancelled my ride.","Feb. 11, 2017",1.0
"Regardless of what Uber says... they could care less about driver earnings, they are just interested in signing up new drivers. Last Saturday night, in Ocean City Maryland... a coastal town which runs about 7 miles long had 11 drivers. That is one for every 2000 feet of roadway. That is nothing but total BS. About every three days I get a message from Uber offering a $350 bonus if I refer a new driver and they make 50 trips. Hey Uber... how about concentrating on the drivers you have and making your driver app work?","Feb. 10, 2017",1.0
"Uber doesn't care for its drivers. So UBER doesn't take any fuel charges for over 2 weeks, then sends a letter explaining how it was their fault and they will correct the problem over two pay periods only take all the fuel charges from me in one pay. And on top of that, riders damage my vehicle and UBER tells me pay $1,000 deductible to file a claim. They overcharge riders on the upfront pricing and takes over 25% of nearly all rides over 2 miles. And it's not fair that driving at night subjects me to being rated by drunk racists who in turn are the deciding factors to whether I am able to continue driving on the platform.","Feb. 10, 2017",1.0
"I purchased an Uber gift card and put $30 on the card. I have been unable to use it because every time I try to book my ride it says ""we cannot accept this form of payment."" I have been back and forth via e-mail with Uber and have tried everything that they have told me to, but nothing is working. I have since had to pay out $47 in transportation costs because I cannot use my Uber credit. It shows up on my account but won't process. Uber has not been able to give me any solution nor have they attempted to refund my money. I don't have money to just give away, I want my $30 back. DO NOT PURCHASE AN UBER GIFT CARD, IT WILL BE A WASTE OF MONEY!!!","Feb. 9, 2017",1.0
"Used Uber probably about 10 times. 98% of the time they arrived almost 30 minutes late and ended up at the wrong destination. They didn't pay attention to the sign on the road showing the address nor did they have a reliable means of locating such a simple address. Absolutely ridiculous! In the last few times I used them they also added a booking fee of $2.50. Unimpressed! In speaking with the drivers, they're not from the area and don't know where they are going. Relying solely on a GPS. One driver didn't even know his bearings, N, S, E, W. That baffled me to no end. As a result of this crappy service, I've cancelled my account with them. Local cabs are only a few dollars more, arrive on time and know EXACTLY where they are going!!!","Feb. 6, 2017",1.0
This damn service has been charging me for rides that I haven't used!!! I just notice that on my bank statement that Uber been charging me 3 to 4 rides a week. I notify my bank and they pull over 50 rides in the past 90 days that I haven' used. I'm a OTR truck driver and have 2 cars at home!!! My next step is to report Uber to the BBB and take them to court on this crap. For now on I'll take a cab and pay the extra money instead of getting ripped off by UBER!!! PEOPLE Stop using uber!!!,"Feb. 5, 2017",1.0
"My vehicle inspection ran out. Uber gave me no notice. I went and got it inspected and sent in the inspection papers to Uber. They emailed me back and said ""it was the wrong form. You have to get Uber forms to fill out."" But I could not respond back to that email to find out how to get those. I tried for days to get in touch with Uber about the form they have that you need but you CANNOT get in touch with anyone in any way. They just reply from generalized questions on their website.","Feb. 2, 2017",1.0
"I signed up through a Google ad directly to Uber's website for Orange County drivers in CA which will receive $700 after signing up. No conditions or terms listed. I took pics and video of it because I read so many stories about them trying to cheat people. I inquired after I signed up when I would get my bonus, they then told me it was only $250 for OC drivers. ","Feb. 1, 2017",1.0
"We have never used Uber and did not know the procedure, so a friend of ours called to confirm our 10 minute trip from her home to the airport. The ride would cost us $60. We didn't know our friend charged it on her account. Of course when we got to the airport the driver removed our luggage and held out his hand. We gave him $60 unknowingly that they are paid in advanced over the phone with a secured credit card payment. He knew darn well it must of been a mistake. No way anyone tips $60 for a 10 minute ride. He did not say anything. The driver kept the money.","Feb. 1, 2017",1.0
I've been driving for Uber for a while now and the Uber navigation application is a total disappointment. When you accept a rider request the address for the rider disappears from the application screen leaving you at the mercy of the Uber application which doesn't navigate very well. So you don't have time to enter it in your vehicle GPS application. Then the Uber application routes you to the wrong location and doesn't understand what direction your car is actually going I used both Google maps and Waze applications and had the same issue. The Uber application doesn't interface with either well and has you going in circles quite often. Uber will waste your time and money when you make some. Uber gets a big portion of it in fees. They should have done a better job of development. My car GPS runs circles around Uber's application and has no problems getting me to specific addresses. So what's wrong with Uber's application?,"Jan. 29, 2017",1.0
"I'm a driver with an active account. This is the second or third time that I've opened the app and it forces me to go to Bonjour, their leasing partner website without allowing me to access my account. I did NOT ASK for one of their overpriced $800 per month leases. I JUST want to get to my account!","Jan. 28, 2017",1.0
"I booked the Uber at 636pm for railway station. The status showed that it will take 4 mins to reach the destination. The Uber driver SADIKNOOR whose car number was ** (almost right) called up and inquired where I wanted to go. I told him the destination railway station. After waiting for long and not able to see the driver, I called him up and asked how much more time it will take and where was he? He said it will take only 2 mins to reach. He was not telling the proper destination and on further inquiring, got to know that it was not 2 mins but 10-15 mins. I also got to know that the driver was moving to opposite direction. It was around 655 pm. We were very tense as there was train of 2 senior citizens and despite leaving home early, we were afraid if the oldies needed to rush and ignore the consequences of health and catch the train... Thanks Uber!","Jan. 26, 2017",1.0
"Uber has been horrid to work for. Week after week they keep issuing me a fee for the UberEATS bag that I have already paid for. Each week it gets taken out and they still have yet to fix it. Secondly they give you ""incentives"" but then make it impossible to reach those. I should have earned an additional $40 and instead they say that somehow I didn't meet the requirements. This company is a joke!","Jan. 25, 2017",1.0
"I confirmed a pick up for 8:55 am for an Uber. The trip for the driver to come and pick me up says he'll be at my place in 5 minutes. So 30 minutes passed and the driver never shows up so I have to cancel the pick up from Uber but before I cancel, Uber deducted to my account of $5.61 and when I cancel the pick up they credited me with $5 for the next ride. Why would I used Uber again if they screwed me up? I think it's not my fault if they did not fulfill the contract that they will be at my place in 5-9 minutes. That's why I have to cancel the trip otherwise I will stick to it.","Jan. 25, 2017",1.0
"Well when I sign up with Uber I was looking for some extra income on the side. In the beginning it started pretty slow, but I figured some things out to make decent money using Uber. Like some of the previous reviews the money you make doesn't really cover all of your expenses like gas, car maintenance, etc. For example your total trip fee is 407.80 - Uber fee 103.21 = my actual earnings 304.59 - gas $70 = 234.59 for about 27 online hours. Which comes out to be about 8.69/hr below minimum wage. I put up with it because I needed the money. ","Jan. 25, 2017",1.0
"I picked the customer from the exactly surge area and they went to 12 miles away. So, I was in the surge area which is x3.0. But Uber gave me no surge for this trip. I messaged to Uber, they said, I was not in the surge. But I was sure. Next day, I got another request from surge place. That time, I took the screenshot which shows the request comes from surge sides but no surge appears. I send these information to Uber. Uber still says no and this was not in the surge side and asking me customer's name. I don't save customers name or any information of customers. I said like I know which trip was it and I sent the trip information I have to them. They still says what was the customer's name, trip date or whatever. They don't give my money.","Jan. 24, 2017",1.0
"I took an Uber in the terminal to my house. The bill was 27.00. Later on I checked my credit card and I was charged with 150.00 cleaning fee!! It was me and my wife in the back seat. The driver put the luggage in the trunk. I emailed Uber immediately, and they send me a picture of a back seat full of garbage, rocks, food, etc. I explained the situation, I called my bank. Finally they apologized to me and they promised me a complete refund. Please, from now on, take a picture of the car before and after. This drivers use any kind of strategy to charge you 10 times more money. Be advised. Thanks.","Jan. 22, 2017",2.0
I signed up almost a month ago. I get the same e-mail daily. Processing your account. The site said 5 to 7 days. Not a month. I signed up before Christmas now I'm almost 3/4 through January. Why? Nobody can tell me. I have gotten a hold of customers services many times. Still waiting.,"Jan. 17, 2017",1.0
I am a single mother of a three month old baby trying to get back on my feet. Long story short I got a job working full-time. I am staying at Motel 6 and was taking Uber to drop off my baby and go to work every day. The first day it cost $4 to go 2 blocks to the babysitter and then $11 to get to work. I had to borrow money for the next two weeks for rides and then pay them back when I get paid. Well the next day it was $9 to get to the babysitter and then $20 to get to work. I had no idea that they price gouged according to demand and now I don't have enough money for rides... Thanks a lot UBER!,"Jan. 14, 2017",1.0
My daughter left her new boots (Blundestones) in an Uber cab in Toronto. When she got home she realized they were missing from all the luggage. She texted the driver but he did not reply. We were on our way out of the country on a family vacation for two weeks so she had no contact until our return. She went into the head office in Toronto and they contacted the driver. He did admit to finding the boots and also admitted to giving them to a family member who lives in B.C. ,"Jan. 13, 2017",1.0
"On January 6 I rode my first ride with Uber. I got my first uber ride and it said it was 4 minutes away. We went down to meet him and I followed him on the map. He finally came to the place where we got it and he kept circling the place for five minutes so I called Bewkete and asked him if he needed directions and he told me, ""No. I'll be there later."" So I waited and saw that he left then started going in the opposite direction we were going and went out 5 miles away. So I called him again and he didn't answer. So he texted me back saying, ""I'll talk to you later.""","Jan. 13, 2017",1.0
"I am now writing this review as NOT ONE PERSON AT UBER is assisting me. I have now for 9 weeks not being paid for my ETA's, I am absolutely disappointed. When us as Uber partners don't accept each and every request, it affects our profile, but yet, Uber does not come to the party? Why are ETA's not being paid? Why has Uber not been making efforts to look after their Partners the way the Partners look after Uber?","Jan. 13, 2017",1.0
"On Wednesday 11th January (@ 6:19PM) I booked Uber Cab and Uber app showed waiting time approx 10 mins, in between I then checked my mails for 2-3 mins, and when I opened Uber app again (after 4mins) it showed nothing (means it looked like no cab was booked, and in fact I didn't see booked cab details). I then opened Uber app and booked the cab again (@6:26 PM) and successfully trip completed.","Jan. 13, 2017",1.0
I have been driving with Uber for over three months. I have great reviews from passengers who I have dropped off at many locations all around Orlando. I strongly recommend that no one drives with Uber. They are complete rip off. You will spend more money on gas and put so many miles on your car that you don't even make enough to fill your tank back up and on top of that if there's a rude passenger which Uber does not confirm who the passenger is. They will cause damage to your car and once he reported to Uber they will tell you that he sent it off to an insurance adjuster and I did no longer responsible. Any insurance adjuster will tell you that you have to pay $1000 or more to fix your own car. They don't want to take responsibility for anything and when you sign up for Uber it clearly states that they are responsible for damages caused by passengers.,"Jan. 12, 2017",1.0
I had my rating at 4.8 with 2500 plus rides and no complaints from Uber for 5 months. I uploaded this video which is on this page created by somebody else. Within few days I received an email from Uber and they wanted to talk over the phone... To my surprise because they never have live person that you can talk. Told the guy that they need to provide me with a lawyer and that they must pay for high tech cameras so I can protect myself while driving for Uber. They said that they will not do anything and following day they shut down my access and couple months later they discontinued my partnership for violating company policy. To this day I don't know what I did and they refused to provide AAPD with all the records... Stating that none can be found.,"Jan. 10, 2017",1.0
"Most of customers are complaining about drivers being unprofessional because they passed nearby customer when the driver just received the request. The real thing is that Drivers are not responsible for SOFTWARE ISSUES!!! Uber is responsible for that. Uber need to adjust the software for server to pick up riders 3-4 minutes before arriving near customer, but because the programmers are following the UBER RULE to be aggressive taking very fast the customers, they cant solve real problems to pick up customers in a right order so no one cant mistake anything!! Like in a dual carriageway, server dont think that you need to turn around. ","July 12, 2016",3.0
Uber has charged my account for a ride that I did not even take. It was 4 a.m. Central Time and I was home asleep. Fair warning to all Uber users write down each and every time you request a ride and then match it with your checking account or credit card.,"July 11, 2016",1.0
"I am upset that my 16-year-old son was allowed to ride Uber without my consent and without being accompanied by an adult. This occurred last night, Saturday, July 9, 2016. Why didn't any of the drivers check his ID. He looks every bit of 15. I see this as a problem because someone's child could be meeting up with a predator and end up dead somewhere... run away from home, etc. Nashville has got to do better and not just be concerned about making money. Be concerned about child safety.","July 10, 2016",1.0
"When I signed up for Uber I remember specifically asking the rep about damage and accidents. His reply was and I quote. ""Don't worry bro. If your app is on and you have an Uber rider in the vehicle, we got you covered. We have an insurance company that handles all that."" I forget the guy's name. He was just one of dozens of people working at the busy little Uber sign up and inspection office. Well, guess what, my car WAS damaged while I had Uber riders in my car. They are Uber riders are they not? I am ""contracted"" by Uber to transport their customers? I know they refuse to call me and hundreds of thousands of other drivers ""employees"" but they can't deny that the riders are ""theirs"".","July 8, 2016",1.0
Worst service of UBER. Uber disable my account without any information. I drop mail to resolved this issue min 10 time but no reply. Don't understand his issue handing approach. The worst management by UBER.,"July 7, 2016",1.0
"In May 2016 I had my first and only experience using Uber. I wrote to the company, called, even complained to the Better Business Bureau. They have not responded. I took Uber from LaGuardia Airport to Brooklyn, less than 20 miles -- was charged $84.59, PLUS a bogus cancellation fee of $5.","July 5, 2016",1.0
"Absolutely unethical and unfair to drivers. I drove with Uber for almost two years and am ready to delete my App and switch to Lyft. I have clear evidence (screenshots) of multiple occasions where I picked up riders in 1.8 or over surge zone but was paid regular fare. Their regular fare is so low that almost 50% of my trips are under $5 each after Uber fee deduction... Such a joke. No one would let you sit in your car for $3 or something, let alone driving for 1-2 miles to pick the person, drive them another 2-3 miles, spend about 10 minutes of your time and get paid $5 or less... Not to mention that kind of people you end up dealing with, from drug possessing people to those carrying their stupid McDonald burgers into your car, which you then have to drive your car for miles with windows open to get rid of the smell. ","July 3, 2016",1.0
"I called Uber for a ride to the airport in NY. I waited two hours, missed my plane which cost me $300.00 for a new flight. First hour I received text driver had arrived but he was not there. I recalled Uber received text from second driver I waited another hr., again no show. I sent a text to company, finally second driver called me. He could not pick me up because road work blocked his route. I tried to explain different route or stay where he was and I would walk down the street to him. His English was so poor he did not understand either. Received text second driver canceled. To top it off Uber charged my credit card for renting a car in Calf. I have never been in Calf.","July 2, 2016",1.0
Uber lies about their incentives. For example they say $50 an hour for Lake Tahoe driving. The terms are you have to complete one ride per hour at least. However they will not give you one ride per hour. The only thing they want is more driver in that City. You will not get the $50 because they don't give you one ride per hour. They just want more driver so it will be available when customers request.,"July 2, 2016",1.0
I took an Uber from Downtown Manhattan to Port Authority (42nd & 8th Ave.) and it costs $50!!! Are you kidding me right now!!! First of all the driver obviously didn't know what avenue to take even after I told him. 1 hour to get to midtown... pure BS. And why was it sooo expensive. Because the base fare is $7.00 and then $13.16 for 3.51 miles and then $31.51 for the 49 minutes that I wasted in the damn car. Grand total $51.67. Never again... And I would advise everyone to stay away from Uber if you don't want to get ripped off!!!,"July 1, 2016",1.0
"Up until 2 days ago, I had been an Uber partner for over a year and must say their practices are very questionable. 1st point, DRIVERS. How can a company claim they do ""background"" checks, and on countless occasions have the drivers be a bunch of menacing idiots, providing questionable rides in even more questionably safe cars, all the while being more focused on his/her phone conversation than the road. SERIOUSLY?! Now if these checks were, in fact, being done, then why the battle for not allowing drivers to be fingerprinted? It's an honest question, and quite frankly, a legit one. You claim your drivers are safe, but are unwilling to back that up with something so simple as fingerprinting?! LET THE BUYER BEWARE! ","June 29, 2016",1.0
"I have been an Uber driver for a few months now. Uber drivers beware. If you have a rider who is going to get sick in your car, get them out of your vehicle as quickly as possible. Uber does not protect you against damages to your vehicle and getting them to get reimbursement for damage to your vehicle is like pulling teeth. One of my riders got sick in my vehicle. First I tried to download the pictures to their app under ""My rider damaged my vehicle..."" The app doesn't allow me to download. I had to go down to the Uber Center location because Uber doesn't have any over the phone representatives to support you when damage occurs. ","June 28, 2016",1.0
"In my opinion, Uber does not live up to the ethical standards they claim to have and does not respect their customers. I will avoid Uber to the best of my ability going forward and have moved to using Lyft which is much better. Here’s my experience: I left very nice expensive speakers on the back seat of his Uber and sent an email to Uber later that day which said I should contact the driver.","June 24, 2016",1.0
"Someone stole my car on Father's day, June 19th. So my aunt suggested I use Uber. I'm in medical school with one more year to go. My school is 5.5 miles away from my house. On Tuesday morning June 21 I requested Uber, the trip cost 9.97. To get back home it was 9.98. Ok I was cool with that. But on Thursday morning it was 17.87. I didn't expect that. I told everybody who would listen at my medical school and many people had the same story. Advice I got was to just get up a little earlier and get a cab the fare will be 7 dollars. Three days of coming and going with Uber I am 60 dollars in. One of my schoolmates felt for me and offered me a ride home Thursday.","June 24, 2016",1.0
"Three time is one week I had to fight them on so called ""guarantees"". First on a guarantee for referring passengers which I sent approximately 7 emails back & forth before they upheld their simply $20 guarantee and also twice for a special weekend guarantee where they wanted as many drivers on the road and promised a specific amount of money which not only did they not back up, I had to go back and forth again with them on it. If they upheld their policies, I'd give them 5 stars. The people you meet, drivers and riders are awesome. Unfortunately, the company lies constantly. What a shame.","June 22, 2016",1.0
"On 06/14/2016 a little after 9 am one of the drivers for Uber came down my driveway and tried to turn through my grass instead of backing out like he came and not only destroyed but landscaping, took out the water fountain but mowed down my kids' large swing set. We reached out to Uber who told my son who was in the car at the time of the accident that an adjuster would be coming out to assess the damages. We have never heard from them again. They are accountable as this is the driver they hired to drive for them and that man should not be driving anyone around. Also he could have killed my son! Something needs to be done about this!","June 20, 2016",1.0
I had 6-7 free rides which I was rewarded by referring my friends. Yesterday I referred one of my friend and she received first free ride and took a ride. I received a mail stating that I have earned free ride of 125/-. I then booked a cab in Uber but when I reached my destination I was charged the whole amount. I opened the app after paying the driver and saw there was no free rides available for me whereas day before yesterday I saw 6 free rides which were not expired also. I immediately mailed to customer help and they replied that I have misused my account to get a free ride. This is ridiculous. ,"June 20, 2016",1.0
"Daughter and friends took Uber NJ to Philly for $50, great! BUT to get home they charged them $250... when they got an estimate of $25-30. It just showed up on their credit card and Uber refused to refund the money. They just lost a lot of business as my friends, family and company are now using LYFT. How many other people have they scammed!","June 17, 2016",1.0
"I drive four fares for Uber. People please; don't go into this business. I've read some poor people actually buy newer cars in order to drive on Uber?! You have got to do your math. Decisions like that have to be done educatedly. I live in Jacksonville, FL where the average rate is .75 cents per mile. Uber ONLY pays a driver while the rider is having the ride to their destination. The IRS values every mile you ride in your car at about 55 cents. That is the cost for gas and wear and tear on your vehicle. Then comes the driving you do to the point where your rider is; and after you drop your rider off to the next rider. Uber does not reimburse a cent for that. So your actual revenue is less than 20 cents per mile. That could be about 2.00 dollars per hour. It's way less than minimum federal wage.","June 11, 2016",1.0
"I called Uber this morning to schedule a pick-up. When the driver arrived, the name on his I.D. was different from the name given me during scheduling. He said he needed to have payment in cash ($8.00). As I was going to be late for a doctor's visit, I paid him the cash. Uber then charged my bank account for the fare. I have tried to reach Uber numerous times, numerous ways, with no response. A customer service phone number instructs me to contact them online. Their website suggests I sign-in to report an issue, but when I hit the button to do so, I get a note that says ""Page Not Found"". Horrible, unreliable service and drivers... too good to be true.","June 7, 2016",1.0
"On April 9, 2016 at 1:00 am I requested a car from lower Manhattan to Sheepshead Bay, Brooklyn which is a long ride. I watched as the map showed the car getting closer and only 1 minute away. I waited for another 10 minutes but the driver never showed. Then the driver canceled the ride. I tried again and another car was coming and never showed. Also the app showed the driver around the corner a minute away. After 10 more minutes I canceled. My friend who was with me requested a car from lower Manhattan to the Upper East Side in Manhattan and guess what, the driver showed. Uber charged me two cancellation fees and I had to take the subway at 1:30 am for an hour and a half to Brooklyn.","June 7, 2016",1.0
"Started driving for Uber Nov 2015. Made good money so upgraded my vehicle March 2016. But due to tags being TNC, can't transfer unless TNC is removed. Now trying to reapply with Uber and I'm getting the run's. Even the referred driver I invited now after they completed the required 50 trips they told me that the driver didn't meet a requirement but which requirement? They won’t list nor directly tell me also why my background isn't going through. Would never again refer anymore contacts to this faults lying. No real contact by landline place to anyone. Also watch your taxes. They don't report that 20-35% they take from you on you 1099 naughtier. Eye Wide Open!!!","June 3, 2016",1.0
"I have noticed in the past months a serious decline in Uber service. Drivers are incredibly unprofessional. For example, today I was late to work so I requested an Uber. A driver accepted my request and the app showed he was just 3 minutes away. As I am waiting, I see the car move away from my location instead of closer. I call the driver, who tells me he is coming around. After waiting another 8 minutes, and seeing he is indeed coming around, he suddenly- and for no reason - cancels the trip when he is just a half block away. ","June 2, 2016",1.0
Noticed activity on my iPhone today saying that my Uber ride was en route - well that was interesting as I was working from home and had not called Uber so I cancelled it without thinking anything was wrong. Went to drive my car to yoga and a new message comes up about my Uber driver is en route! Now I am curious so I go into my account and see that there were several rides since midnight - one for nearly $500. the interesting part was they were in Detroit and I am in Atlanta and had not been to Detroit in over six months and I always rent a car when there. In any case I send a message that I think there has been fraudulent activity and briefly explain what is going on - no response nothing! So I call the driver that is supposedly picking me up and tell him that I am in ATL that this is a fraudulent ride - he hangs up on me. ,"June 1, 2016",1.0
This co. charges for locations that the rider never went to. When you complain the cust serv is about 15 people answering you and no one has a clue what the other is saying. ,"May 31, 2016",1.0
"I have never heard of a multi-million dollar business that doesn't have a contact number for its customers to contact for service, support or assistance. Absolutely ridiculous, sounds like they are trying to avoid the public... I refuse to give this company any more of my money until they recognize the importance of public relations and communications.","May 31, 2016",1.0
"The initial fare was almost double what the return fare cost and this was done to cover the ""free ride"" discount! The distance varied by 2 miles, also, to and from my appointment. I used Uber in the Morning of May 25, 2016 to take a ""12.86"" mile trip (which was actually shown to be 9.86 miles) for an appointment. I was not told the price at all so there was no disclosure made. I was promised an discounted ride I signed up. This is an Unfair Trade Practice, and it is a Bait & Switch tactic. I believe that the FTC and the U.S. Dept of Consumer Protection should investigate Uber. There may be cause to impose fines and/or imprisonment. This may also be Consumer Fraud which carries a minimum of a $50,000 Punitive Damages penalty.","May 25, 2016",1.0
"This past Friday, May 13, 2016 at 4:40 p.m., I wanted to try the new UBER app to order a car. It was raining and I am disabled. I followed all the instructions on the APP 1. pickup location 224 West 57 Street & Broadway 2) destination, Sheepshead Bay Brooklyn. etc. and they sent me the name of the driver and you can see how far away he is from your location. I was waiting for the price of the ride which I thought should be automatically; some kind of confirmation number so I can have the option to not accept the car. The driver came and I figured he would know, as soon as I told him where I had to go, he was complaining that the trip was too far, a lot of traffic for Friday and it is raining. I asked him how much is the ride. He had no idea, but he kept saying to me it is an estimated price. There is no set price. That was not what I expected, so I asked what will the estimate be he said up to $200.00 due to the rain, heavy traffic. ","May 17, 2016",1.0
"I took a 13.00 fare to pick up a car for my company. I had all of my stuff, which included 2 phones. As soon as the driver left I realized I forgot 1 of the phones which I with android device manager while emailing both he and Uber support 7 times each over the course of the next hour. The driver answered his phone once and obviously knew I was calling about my phone as the Uber automated system tells him that when it auto calls. He hung up and then did not answer again for another hour. Uber responded back with ""wait a while"". After the hour of trying I texted and left a VM that simply said, ""I know you have my phone because I can see it on GPS, please call me back."" Well this moron obviously is not aware of gps technology and probably figured he was caught so he called me back. The conversation was unintelligible as he repeated over and over that he wasn't in my city any longer and couldn't get right back. ","May 17, 2016",1.0
"The truth is that Uber sucks. What we need is serious improvement on the taxi system rather than replacing it with a gigantic corporation that has way, waaay too much power in a unregulated market. Uber is too big to be controlled and that is a serious threat workers and consumers. I had an important medical appointment yesterday. I'm being treated with scheduled shots for a serious medical condition. The Uber driver who was supposed to pick me up cancelled the trip because of surging prices. Each and every time I tried to get an Uber car it was the same thing. The app showed the car arriving in a few minutes, but you could see the car taking turns and driving around to have me cancelling the trip and allowing him to make more money on another trip due to surging rates. It has happened many times in the past and the internet is full of negative reviews stating the very same problem, which I've heard from friend in Brazil as well.","May 4, 2016",1.0
Took Uber to airport. Driver barely spoke English. He charged me 13.00. Yahoo. Impressive. Dropped me off at a parking lot. I had to walk over a block to airport. The communication with him was horrible!!! Then took it back home from airport to house. With a new non English speaking driver. Who wen I finally got him to go the right way. Got my charge this time 50.73$. WOW!!! ,"Feb. 25, 2016",1.0
"A request for a UBER driver roughly on Feb 6th 2016 to pick me up at Wal-mart. According to the driver it would take her about 10 minutes to arrive at my location. When she didn't show, I called her for her ETA. She asked if I was in LA Mirada which was about 20 minutes away. I was in Stanton. Then she said that she had another pickup and had to cancel mine. On Feb 8 UBER took out $5.00 from my checking account saying it was for a no show... For a no show? How can it be a no show when the driver never showed. I called UBER and told them about it and they reimbursed the $5.00 but then on the same day took out the $5.00 again. ","Feb. 16, 2016",1.0
"I missed an important meeting at work because I had to walk a few miles in the middle of nowhere. This is because Uber would not work. They were updating the icon on the smartphone, which took an hour. I could not use the app while they were updating this icon. Absolutely absurd. They are losing customers because of silly updates like that. At least I have a pretty icon I can look at on my phone. They won't get my business again. It's back to calling taxis.","Feb. 14, 2016",1.0
