dealer_name,contact,address
Blanchard Machinery Company - Rock Hill,"Erika Bordwell, leads@blanchardmachinery.com","3777 Lazy Hawk Road, Rock Hill, SC 29730, 
, 
, 
"
Blanchard Machinery Company - Spartanburg,"Erika Bordwell, leads@blanchardmachinery.com","1410 Asheville Hwy., Spartanburg, SC 29303, 
, 
, 
"
Blanchard Machinery Company - Walterboro,"Erika Bordwell, leads@blanchardmachinery.com","3984 Jefferies Highway, Walterboro, SC 29488, 
, 
, 
"
Blanchard Machinery Company - Simpsonville,"Erika Bordwell, leads@blanchardmachinery.com","224 Neely Ferry Road, Simpsonville, SC 29680, 
, 
, 
"
Blanchard Machinery Company - Hilton Head,"Erika Bordwell, leads@blanchardmachinery.com","50500 Whyte Hardee Blvd., Hardeeville, SC 29927, 
, 
, 
"
Blanchard Machinery Company - Myrtle Beach,"Erika Bordwell, leads@blanchardmachinery.com","2334 Chestnut Road, Longs, SC 29568, 
, 
, 
"
Ag-Pro Texas - Bandera,"Hagen Miller, HMilam@agproco.com","2230 Hwy 16 S, Bandera, TX 78003, 
, 
, 
"
Ag-Pro Texas - Brownsville,"Sales Department, WBrownsvilleGM@agproco.com","3555 West FM 3248, Brownsville, TX 78521, 
, 
, 
"
Ag West Supply - Harrisburg,"Jeff Robischon, Jeff.Robischon@agwestsupply.com","230 Sommerville Avenue, Harrisburg, OR 97446, 
, 
, 
"
Ag-Pro Texas - Alice,"JD Evans, Used Ag Sales Manager, WAliceGM@agproco.com","4241 Hwy. 359 E, Alice, TX 78332, 
, 
, 
"
Ag-Pro Texas - Beeville,"Norbert Nau, Store Manager / Sales, WBeevilleGM@agproco.com","2038 Business 181 S, Beeville, TX 78102, 
, 
, 
"
Ag-Pro Texas - Boerne,"John Bates, JBates@agproco.com","28810 I-10 N, Boerne, TX 78006, 
, 
, 
"
"Sloan Implement Co., Inc. - Bloomington","Alex Beckius, Store Manager, abeckius@sloans.com; info@sloans.com","553 Hwy. 35 North, Bloomington, WI 53804, 
, 
, 
"
Service Motor Company - New Franken,"Scott Bonikowske, Used Equipment Inventory Manager, scottb@servicemotor.com","3969 Champeau Road, New Franken, WI 54229, 
, 
, 
"
"Sloan Implement Co., Inc. - Cuba City","Kyle Mulcahy, Store Manager, KMulcahy@sloans.com; info@sloans.com","2485 Hwy. 80 South, Cuba City, WI 53807, 
, 
, 
"
Service Motor Company - Wausau,"Scott Bonikowske, Used Inventory Equipment Manager, scottb@servicemotor.com","4047 County Road WW, Wausau, WI 54401, 
, 
, 
"
"Roland Machinery - Schofield, WI","Sales Department, jgermann@rolandmachinery.com","9808 Weston Avenue, Schofield, WI 54476, 
, 
, 
"
"Roland Machinery - Franksville, WI","Sales Department, jgermann@rolandmachinery.com","2916 Sylvania Avenue, Franksville, WI 53126, 
, 
, 
"
Service Motor Company - Seymour,"Scott Bonikowske, Used Equipment Inventory Manager, scottb@servicemotor.com","831 N Main Street, Seymour, WI 54165, 
, 
, 
"
Service Motor Company - Stevens Point,"Scott Bonikowske, Used Equipment Inventory Manager, scottb@servicemotor.com","6639 Highway 66, Stevens Point, WI 54482, 
, 
, 
"
"Roland Machinery - Eau Claire, WI","Sales Department, jgermann@rolandmachinery.com","7417 Margaret Lane, Eau Claire, WI 54703, 
, 
, 
"
Service Motor Company - Fond du Lac,"Scott Bonikowske, Used Equipment Inventory Manager, scottb@servicemotor.com","N5560 CTH D, Fond du Lac, WI 54937, 
, 
, 
"
Service Motor Company - Dale,"Scott Bonikowske, Used Equipment Inventory Manager, scottb@servicemotor.com","W9614 State Highway 96, Dale, WI 54931, 
, 
, 
"
"Ritchie Implement, Inc. - Barneveld","Kevin  Depies, Internet Sales Coordinator, kevindepies@ritchiesinc.com","100 W Industrial Dr., Barneveld, WI 53507, 
, 
, 
"
"Roland Machinery - DeForest, WI","Sales Department, jgermann@rolandmachinery.com","604 Stokely Road, DeForest, WI 53532, 
, 
, 
"
"Northland Lawn, Sport and Equipment - Lake Linden, MI","Carl Niblett, cbn@northlandlawnsportinc.com","50868 Boot Jack Rd., Lake Linden, WI 49945, 
, 
, 
"
"Northland Lawn, Sport and Equipment - Mason, WI","Carl Niblett, cbn@northlandlawnsportinc.com","63750 US HWY 63, Mason, WI 54856, 
, 
, 
"
"Ritchie Implement, Inc. - Cobb","Kevin  Depies, Internet Sales Coordinator, kevindepies@ritchiesinc.com","507 W Main St., Cobb, WI 53526, 
, 
, 
"
Pete's Trailer Sales - Rice Lake,"Sales Department, info@petestrailersales.com","1750 19 1/2 Street, Rice Lake, WI 54868, 
, 
, 
"
"Ritchie Implement, Inc. - Darlington","Kevin Depies, Internet Sales Coordinator, kevindepies@ritchiesinc.com","1849 Ervin Johnson Dr., Darlington, WI 53530, 
, 
, 
"
Mid-State Equipment - Watertown,"Sales, estith@midstateequipment.com","N8690 Highland Road, Watertown, WI 53094, 
, 
, 
"
Blanchard Machinery Company - Georgetown,"Erika Bordwell, leads@blanchardmachinery.com","3233 Highmarket Street, Georgetown, SC 29440, 
, 
, 
"
North Country Tractor,"Alvin Steiner, Owner, alvin@northcountrytractor.us ","25958 50th Ave, Cadott, WI 54727, 
, 
, 
"
R Equipment - Dodgeville,"Cody Bredeson, Equipment Sales, cody@requipment.com","2252 Munz Road , Dodgeville, WI 53533, 
, 
, 
"
"Blanchard Equipment Company, Inc. - Ridge Spring","Sales, gpowell@blanchardequipment.com","1100 West Main St., Ridge Spring, SC 29129, 
, 
, 
"
Blanchard Machinery Company - Florence,"Erika Bordwell, leads@blanchardmachinery.com","3031 Caterpillar Lane, Florence, SC 29506, 
, 
, 
"
"Blanchard Equipment Company, Inc. - Orangeburg","Sales, ajordan@blanchardequipment.com","1080 Five Chop Road, Orangeburg, SC 29115, 
, 
, 
"
Blanchard Machinery Company - Columbia,"Erika Bordwell, leads@blanchardmachinery.com","851 Buckner Road, Columbia, SC 29203, 
, 
, 
"
"Blanchard Equipment Company, Inc. - St. Matthews","Sales, kwilliams@blanchardequipment.com","2627 Colonel Thomson Hwy., St. Matthews, SC 29135, 
, 
, 
"
"Blanchard Equipment Company, Inc. - St. George","Sales, jbreland@blanchardequipment.com","984 Hwy. 15 North, St. George, SC 29477, 
, 
, 
"
"Blanchard Equipment Company, Inc. - Newberry","Sales, medwards@blanchardequipment.com","1426 Wilson Rd., Newberry, SC 29108, 
, 
, 
"
"Blanchard Equipment Company, Inc. - Greenwood","Sales, gsmith@blanchardequipment.com","1827 Bypass 72, Greenwood, SC 29649, 
, 
, 
"
"Blanchard Equipment Company, Inc. - Hampton","Sales, chall@blanchardequipment.com","100 Guess Blvd., Hampton, SC 29924, 
, 
, 
"
"Blanchard Equipment Company, Inc. - Aiken","Sales, babney@blanchardequipment.com","146 Old Wagener Rd., Aiken, SC 23801, 
, 
, 
"
Ag-Pro LLC - Williamston,"Billy Bryant, WWilliamstonGM@agproco.com","5046 Hwy. 29 North, Williamston, SC 29697, 
, 
, 
"
Mid-State Equipment - Salem,"Sales, Store Manager, estith@midstateequipment.com","8841 Antioch Road, Salem, WI 53168, 
, 
, 
"
Mid-State Equipment - Jackson,"Sales, estith@midstateequipment.com","3660 Scenic Road, Jackson, WI 53037, 
, 
, 
"
Mid-State Equipment - Prairie Du Sac,"Sales, estith@midstateequipment.com","S9711 Highway 12, Prairie Du Sac, WI 53578, 
, 
, 
"
Mid-State Equipment - Columbus,"Slaes, estith@midstateequipment.com","W1115 Bristol Road, Columbus, WI 53925, 
, 
, 
"
Mid-State Equipment - Janesville,"Sales, estith@midstateequipment.com","4323 E US Highway 14, Janesville, WI 53546, 
, 
, 
"
McFarlane Mfg. Co. Inc. - Sauk City,"Sales Team, banderson@mcfarlanemfg.com","1259 S Water St., Sauk City, WI 53583, 
, 
, 
"
"Lindstrom Equipment, Inc. - Menomonie","Sales Department, brent@lindstromequipment.com","E6091 578th Ave., Menomonie, WI 54751, 
, 
, 
"
"Lindstrom Equipment, Inc. - Mondovi","Sales Department, brent@lindstromequipment.com","S927 County Rd. J, Mondovi, WI 54755, 
, 
, 
"
"Kuhl Equipment, LLC - Granton","Dave Seif, Marketing Manager, dave@kuhlequipment.com","P.O. Box 80, Granton, WI 54436, 
, 
, 
"
Kalscheur Implement Co. Inc. - Cross Plains,"Dale Buechner, Sales Manager, dalebuechner@kalscheur.com ","1113 Main Street, Cross Plains, WI 53528, 
, 
, 
"
Kundert Enterprises Inc.,"Jim Kundert, karson66@hotmail.com","Intersection of Hwy 106 and 26, Fort Atkinson, WI 53538, 
, 
, 
"
Johnson Tractor - Juda,"Eric Johnson, Sales Manager, ericj@johnsontractor.com","W2608 Hwy. 11, Juda, WI 53550, 
, 
, 
"
Ag-Pro LLC - Anderson,"Bradley Thomas, WAndersonGM@agproco.com","3022 North Main Street, Anderson, SC 29621, 
, 
, 
"
"Hillsboro Equipment, Inc. - Hillsboro","Sales Team, Sales, jolson11@hotmail.com ","E18898 Hwy. 33, Hillsboro, WI 54634, 
, 
, 
"
Ag-Pro LLC - Seneca,"Michael Marshall, Store Manager / Sales, mmarshall@agproco.com","2050 Sandifer Blvd., Seneca, SC 29678, 
, 
, 
"
Norwood Farms - Mansfield,"By  Appointment, Owner ","535 Vale Road, Mansfield, TN 38236, 
, 
, 
"
Johnson Tractor - Janesville,"Eric Johnson, Sales Manager, ericj@johnsontractor.com","1110 N Hwy. 14, Janesville, WI 53546, 
, 
, 
"
Meade Tractor - Johnson City,"Sales Department, teoakes@meadetractor.com","3042 Boones Creek Road, Johnson City, TN 37615, 
, 
, 
"
Ag-Pro LLC - Spartanburg,"Chase  Harbour, CHarbour@agproco.com","1509 Ashville HWY, Spartanburg, SC 30504, 
, 
, 
"
"Koenecke Equipment, Inc. - Reedsburg","Kurt Koenecke, Owner, keqkurt@frontier.com","S2745 Twin Pine Road, Reedsburg, WI 53959, 
, 
, 
"
Meade Tractor - Greeneville,"Sales Department, teoakes@meadetractor.com","2960 W Andrew Johnson Hwy, Greeneville, TN 37743, 
, 
, 
"
Jim Rice Equipment - Friendship,"Jim Rice, jrice@crockettnet.com","8040 Hwy 412 W, Friendship, TN 38034, 
, 
, 
"
Mason Equipment - Johnson City,"Sales Department, dmasonequip@gmail.com","3627 Bristol Highway, Johnson City, TN 37601, 
, 
, 
"
H&R Agri-Power - Newbern,"Sales Department, nathan.kenady@hragripower.com","209 Parks Street, Newbern, TN 38059, 
, 
, 
"
H&R Agri-Power - Union City,"Sales Department, nathan.kenady@hragripower.com","1299 N Highway 51 South, Union City, TN 38261, 
, 
, 
"
H&R Agri-Power - Trenton,"Sales Department, nathan.kenady@hragripower.com","2217 US Highway 45 Byp S, Trenton, TN 38382, 
, 
, 
"
H&R Agri-Power - Lawrenceburg,"Sales Department, nathan.kenady@hragripower.com","1003 Buffalo Road, Lawrenceburg, TN 38464, 
, 
, 
"
"Hutson, Inc. - Clarksville","Sales, contactus@hutsoninc.com","411 Alfred Thun Road, Clarksville, TN 37040, 
, 
, 
"
H&R Agri-Power - Fayetteville,"Sales Department, nathan.kenady@hragripower.com","11 Highland Rim Road, Fayetteville, TN 37334, 
, 
, 
"
Hix Bros. Tractor - Cookeville,"Alan Brown, Sales, alan@hixtractor.com","1801 S. Jefferson Ave., Cookeville, TN 38506, 
, 
, 
"
H&R Agri-Power - Brownsville,"Sales Department, nathan.kenady@hragripower.com","2262 Anderson Avenue, Brownsville, TN 38012, 
, 
, 
"
Greene's Tractor Company,"Mel Welch, melwelchjr@hotmail.com","2042 Main Street, Sneedville , TN 37869, 
, 
, 
"
Alliance Ag Equipment - Troy,"Joe Wall, Sales, jwall@allianceeq.com","1115 Hwy 51 North, Troy, TN 38260, 
, 
, 
"
Ag-Pro LLC - Maryville,"Craig Thompson, General Manager, cthompson@ritchietractor.net","1746 W Lamar Alexander Parkway, Maryville, TN 37801, 
, 
, 
"
Eagleville Implement Company - Eagleville,"David Price, eaglevilleimplement@gmail.com","775 S Main St., Eagleville, TN 37060, 
, 
, 
"
Ag-Pro LLC - Knoxville,"Mark Loper, General Manager, mloper@ritchietractor.net","6725 Asheville Highway, Knoxville, TN 37924, 
, 
, 
"
"Ag-Pro LLC - Athens, TN","Mike Williams, General Manager, mwilliams@ritchietractor.net","1109 Congress Parkway, Athens, TN 37303, 
, 
, 
"
Ag-Pro - Cleveland,"Kyle Groothuis, kgroothuis@agproco.com","3529 ADP 40 SW, Cleveland, TN 37311, 
, 
, 
"
AgCentral Cooperative - Athens,"AG Sales Department, erisser@agcentral.coop","920 Congress Pkwy. North, Athens, TN 37303, 
, 
, 
"
"Gruett's, Inc. - Potter","Adam Gruett, Sales, adamg@gruettsinc.com","101 W Main St., Potter, WI 54160, 
, 
, 
"
"Gellings Implement, Inc. - Eden","Ruth Bode, ruth@gellingsimplement.com","W3143 U.S. 45, Eden, WI 53019, 
, 
, 
"
Hellenbrand Implement - Marshall,"Arlene Hellenbrand, Marketing Manager, arlene0118@gmail.com","N7390 County Road O, Marshall, WI 53559, 
, 
, 
"
"Gibbsville Implement, Inc. - Waldo","Jeff DeBlaey, Sales Administrator, jeff@gibbsville.net","W4927 Clearview Road, Waldo, WI 53093, 
, 
, 
"
Frontier Ag & Turf - Osceola,"Bill Degner, Advertising Coordinator, billd@frontieragturf.com","2446 State Rd. 35, Osceola, WI 54020, 
, 
, 
"
Eron Equipment - Junction City,"Chester Eron, Marketing Manager, eronequip@gmail.com","3875 Town Hall Road, Junction City, WI 54443, 
, 
, 
"
"EIS Implement, Inc. - Two Rivers","Chris Eis, Owner/Sales Manager, ceis@eisimplementinc.com","8431 County Road B, Two Rivers, WI 54241, 
, 
, 
"
"Cliff's, Inc. - Friesland","Eric Hughes, Sales, dairysales@cliffsinc.com","408 S Madison Street, Friesland, WI 53935, 
, 
, 
"
Frontier Ag & Turf - New Richmond,"Dean Fox, Store Manager/Sales, deanf@frontieragturf.com","730 Deere Drive, New Richmond, WI 54017, 
, 
, 
"
"Cloverdale Equipment, LLC - Curtiss","John Hoover, Owner, johnahoov@hotmail.com","N13835 County Rd., Curtiss, WI 54422, 
, 
, 
"
Frontier Ag & Turf - Turtle Lake,"Brock Grewe, Store Manager/Sales, brockg@frontieragturf.com","1305 10th Street, Turtle Lake, WI 54885, 
, 
, 
"
Boles Farm Equipment - Prescott,"Jay Boles, l.boles@hotmail.com","W11408 Wisconsin 35, Prescott, WI 54021, 
, 
, 
"
"Carl F. Statz & Sons, Inc. - Waunakee","Sales Department, ddocom@wildblue.net","6101 Hogan Road, Waunakee, WI 53597, 
, 
, 
"
"Beaver Machine, Inc. - Coleman","Adam Sadowski, Sales Manager, adam@beavermachineinc.com","241 Double R Rd., Coleman, WI 54112, 
, 
, 
"
Ballweg Implement - Beaver Dam,"Sales Department, info@ballweg.biz","1749 N Spring St. , Beaver Dam, WI 53916, 
, 
, 
"
"Baribeau Implement Co., Inc. - Rice Lake",Sales Department,"1671 20 1/2 St., Rice Lake, WI 54868, 
, 
, 
"
"Baribeau Implement Co., Inc. - St. Croix Falls",Sales Department,"2209 US Hwy. 8, St. Croix Falls, WI 54024, 
, 
, 
"
Virginia Tractor - Purcellville,"Sales Department, purcellvillegeneral@vatractor.com","17000 Berlin Turnpike, Purcellville, VA 20132, 
, 
, 
"
"Annen's Machinery Ranch, Inc. - Arlington","George Annen, george@annensmachineryranch.com","N1223 US Highway 51, Arlington, WI 53911, 
, 
, 
"
Ballweg Implement Co. - Waupun,"Sales, info@ballweg.biz","W7246 Hwy. 68, Waupun, WI 53963, 
, 
, 
"
Virginia Tractor - Winchester,"Sales Department, winchestergeneral@vatractor.com","1752 Berryville Pike, Winchester, VA 22603, 
, 
, 
"
"Quality Equipment, LLC - Chesapeake ","Sales Department, tsysum@qualityequip.com","1769 South Military Hwy, Chesapeake, VA 23320, 
, 
, 
"
Virginia Tractor - Charlottesville,"Sales Department, charlottesvillegeneral@vatractor.com","3025 Ivy Road, Charlottesville, VA 22903, 
, 
, 
"
Shenandoah Valley Equipment Inc,"James Hartman, jameshva@gmail.com","9315 Daphna Rd, Broadway, VA 22815, 
, 
, 
"
James River Equipment - Wakefield,"Sales Department, webinfo@jamesriverequipment.com","10489 General Mahone Highway, Wakefield, VA 23888, 
, 
, 
"
Virginia Tractor - Warrenton,"Sales Department, warrentongeneral@vatractor.com","8326 Meetze Road, Warrenton, VA 20187, 
, 
, 
"
Meade Tractor - Abingdon,"Sales Department, teoakes@meadetractor.com","19226 Lee Highway, Abingdon, VA 24210, 
, 
, 
"
Meade Tractor - Wytheville,"Sales Department, teoakes@meadetractor.com","180 Cassell Road, Wytheville, VA 24382, 
, 
, 
"
James River Equipment - Toano,"Sales Department, webinfo@jamesriverequipment.com","7761 Richmond Road, Toano, VA 23168, 
, 
, 
"
Meade Tractor - Christiansburg,"Sales Department, teoakes@meadetractor.com","3963 South Main Street, Christiansburg, VA 24073, 
, 
, 
"
James River Equipment - Edinburg,"Sales Department, webinfo@jamesriverequipment.com","150 John Manville Drive, Edinburg, VA 22824, 
, 
, 
"
James River Equipment - Fisherville,"Sales Department, webinfo@jamesriverequipment.com","98 Expo Road, Fisherville, VA 22939, 
, 
, 
"
James River Equipment - Tappahannock,"Sales Department, webinfo@jamesriverequipment.com","646 Richmond Highway, Tappahannock, VA 22560, 
, 
, 
"
James River Equipment - Martinsville,"Sales Department, webinfo@jamesriverequipment.com","156 Machinery Drive, Martinsville, VA 24112, 
, 
, 
"
James River Equipment - Rocky Mount,"Sales Department, webinfo@jamesriverequipment.com","11160 Virgil H Goode Hwy, Rocky Mount, VA 24151, 
, 
, 
"
James River Equipment - Dillwyn,"Sales Department, webinfo@jamesriverequipment.com","284 Main Street, Dillwyn, VA 23936, 
, 
, 
"
James River Equipment Clearance Center,"Brad Gersten, GM, brad.gersten@jamesiverequipment.com",", VA , 
, 
, 
"
James River Equipment - Chester,"Sales Department, webinfo@jamesriverequipment.com","1711 East Hundred Road, Chester, VA 23836, 
, 
, 
"
James River Equipment - Danville,"Sales Department, webinfo@jamesriverequipment.com","2055 South Boston Road, Danville, VA 24540, 
, 
, 
"
James River Equipment - Buchanan,"Sales Department, webinfo@jamesriverequipment.com","17535 Main St, Buchanan, VA 24066, 
, 
, 
"
James River Equipment - Burkeville,"Sales Department, webinfo@jamesriverequipment.com","510 W Colonial Trail Hwy., Burkeville, VA 23922, 
, 
, 
"
James River Equipment - Ashland,"Sales Department, webinfo@jamesriverequipment.com","11053 Leadbetter Road, Ashland, VA 23005, 
, 
, 
"
James River Equipment - Amherst,"Sales Department, webinfo@jamesriverequipment.com","1953 S. Amherst Hwy., Amherst, VA 24521, 
, 
, 
"
"Hoober, Inc. - Wakefield","Kevin Vandervort, kvandervort@hoober.com","11204 General Mahone Hwy., Wakefield, VA 23888, 
, 
, 
"
"Hoober, Inc. - Ashland","Kevin  Vandervort, kvandervort@hoober.com","10450 Success St., Ashland, VA 23005, 
, 
, 
"
"Overson's Farm Center, Inc. - Cedar City ","Mike   Dalton, Manager , miked.oversons@gmail.com","2240 West Hwy 56, Cedar City, UT 84721, 
, 
, 
"
Stotz Equipment - Bluffdale,"Matt Webster, mwebster@stotzeq.com","14750 South Pony Express Road, Bluffdale, UT 84065, 
, 
, 
"
Stotz Equipment - Tremonton,"Kyle Holden, kholden@stotzeq.com	","1625 W Main Street, Tremonton, UT 84337, 
, 
, 
"
Middletown Tractor Sales - Fairmont,"Sales Department, mike@middletowntractor.com","2050 Boyers Drive, Fairmont, WV 26554, 
, 
, 
"
Stotz Equipment - Beryl,"Jared  Christensen, Inside Sales, jchristensen@stotzeq.com","827 South Hwy. 18, Beryl, UT 84714, 
, 
, 
"
Stotz Equipment - Nephi,"Chad  Finch, cfinch@stotzeq.com","2060 W Hwy. 132, Nephi, UT 84648, 
, 
, 
"
Shamblin Brothers Farm Supply - Looneyville,"Ben Shamblin, shamfarmsupply@yahoo.com","522 Linden Road, Looneyville, WV 25259, 
, 
, 
"
Meade Tractor - Bluefield,"Sales Department, teoakes@meadetractor.com","161 Matilda Place, Bluefield, WV 24701, 
, 
, 
"
Bridgeport Equipment & Tool - Pennsboro,"Sales Department, bneville@bridgeportequip.com","435 West Myles Ave, Pennsboro, WV 26415, 
, 
, 
"
Bridgeport Equipment & Tool - Huntington,"Sales Department, bneville@bridgeportequip.com","6777 Merrick Creek Rd, Huntington, WV 25702, 
, 
, 
"
Bridgeport Equipment & Tool - Ripley,"Sales Department, bneville@bridgeportequip.com","96 Outdoor Plaza Drive, Ripley, WV 25271, 
, 
, 
"
Boyd Cat - Parkersburg,"Holly Richardson, HollyRichardson@BoydCat.com","4010 Emerson Avenue, Parkersburg, WV 26104, 
, 
, 
"
Bridgeport Equipment & Tool - New Martinsville,"Sales Department, bneville@bridgeportequip.com","1200 S. Bridge Street, New Martinsville, WV 26155, 
, 
, 
"
Bridgeport Equipment & Tool - Charleston,"Sales Department, bneville@bridgeportequip.com","1504 Oakhurst Dr., Charleston, WV 25314, 
, 
, 
"
Boyd Cat - Nitro,"Holly Richardson, HollyRichardson@BoydCat.com","3 Park Road Hub Industrial Park, Nitro, WV 25143, 
, 
, 
"
Boyd Cat - Belle,"Holly Richardson, HollyRichardson@BoydCat.com","1400 E. Dupont Avenue, Belle, WV 25015, 
, 
, 
"
"Washington Tractor, Inc. - Olympia","Kevin Walters, leadgen@washingtontractor.com","412 Lilly Road SE, Olympia, WA 98501, 
, 
, 
"
"Washington Tractor, Inc. - Okanogan","Kevin Walters, leadgen@washingtontractor.com","1 Patrol Street, Okanogan, WA 98840, 
, 
, 
"
"Washington Tractor, Inc. - Poulsbo","Kevin Walters, leadgen@washingtontractor.com","20054 Viking Ave. NW, Poulsbo, WA 98370, 
, 
, 
"
"Washington Tractor, Inc. - Mount Vernon","Kevin Walters, leadgen@washingtontractor.com","4220 Old Highway 99 S Rd., Mount Vernon, WA 98273, 
, 
, 
"
"Washington Tractor, Inc. - Aberdeen","Kevin Walters, leadgen@washingtontractor.com","5015 Olympic Highway, Aberdeen, WA 98520, 
, 
, 
"
"TJ Equipment, LLC - Lynden","Fred, tjequipment@gmail.com","6873 Guide Meridian Road, Lynden, WA 98264, 
, 
, 
"
"Washington Tractor, Inc. - Lynden","Kevin Walters, leadgen@washingtontractor.com","830 Evergreen Street, Lynden, WA 98264, 
, 
, 
"
"Washington Tractor, Inc. - Ellensburg","Kevin Walters, leadgen@washingtontractor.com","1004 Canyon Road, Ellensburg, WA 98926, 
, 
, 
"
"Washington Tractor, Inc. - Chehalis","Kevin Walters, leadgen@washingtontractor.com","127 N Hamilton Road, Chehalis, WA 98532, 
, 
, 
"
S.S. Equipment - Pasco,"Josh Ray, Corporate Sales Manager, josh@sseqinc.com","708 N Oregon Ave., Pasco, WA 99301, 
, 
, 
"
"Walter Implement, Inc. - Odessa","Don  Walter, Manager , don@walterimplement.com","1105 East Dobson Road, Odessa, WA 99159, 
, 
, 
"
"Scholten's Equipment, Inc. - Lynden","ask for sales, Sales, dale@scheq.com","Lynden, WA , 
, 
, 
"
S.S. Equipment - Othello,"Josh Ray, josh@sseqinc.com","2505 S Broadway, Othello, WA 99344, 
, 
, 
"
S.S. Equipment - Quincy,"Gary, Sales Manager, gary@sseqinc.com","4939 Hwy. 281 N, Quincy, WA 98848, 
, 
, 
"
NC Machinery - Yakima,"Customer Service Specialist, aginfo@ncmachinery.com","2100 Terrace Heights Drive, Yakima, WA 98901, 
, 
, 
"
"Scholten's Equipment, Inc. - Burlington","Ask for Sales, dh@scheq.com","9534 Green Road, Burlington, WA 98233, 
, 
, 
"
RDO Equipment CO - Othello,"Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com","1415 S 1st Avenue, Othello, WA 99344, 
, 
, 
"
RDO Equipment - Moses Lake,"Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com","1429 Pioneer Way, Moses Lake, WA 98837, 
, 
, 
"
RDO Equipment - Coulee City,"Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com","406 West Main St., Coulee City, WA 99115, 
, 
, 
"
NC Machinery - Mount Vernon,"Customer Service Specialist, aginfo@ncmachinery.com","2020 Freeway Drive, Mount Vernon, WA 98273, 
, 
, 
"
RDO Equipment CO. - Ritzville,"Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com","803 West 1st Avenue, Ritzville, WA 99169, 
, 
, 
"
NC Machinery - Monroe,"Customer Service Specialist, aginfo@ncmachinery.com","14597 169th Drive Southeast, Monroe, WA 98272, 
, 
, 
"
RDO Equipment Co. - Sunnyside,"Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com","140 Midvale Road, Sunnyside, WA 98944, 
, 
, 
"
Blueline Manufacturing Co. - Yakima,"Chuck   Vetsch, chuck@bluelinemfg.com","1605 Meade Ave., Yakima, WA 98903, 
, 
, 
"
RDO Equipment Co. - Pasco,"Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com","1707 East James, Pasco, WA 99301, 
, 
, 
"
International Machinery - Blaine,"Sales Department, mike@internationalmachinery.com","1685 H Street #39964, Blaine, WA 98230, 
, 
, 
"
NC Machinery - Seattle-Cat Rental,"Customer Service Specialist, aginfo@ncmachinery.com","16711 West Valley Highway, Tukwila, WA 98188, 
, 
, 
"
Blueline Manufacturing Co. - Walla Walla,"Brian Schwer, brian@bluelinemfg.com","902 W. Rose Street , Walla Walla, WA 99362, 
, 
, 
"
Blueline Manufacturing Co. - Sunnyside,"Larry Wise, larry@bluelinemfg.com","31501 Yakima Valley Hwy , Sunnyside, WA 99301, 
, 
, 
"
NC Machinery - Fife,"Customer Service  Specialist, aginfo@ncmachinery.com","2603 Pacific Highway East, Fife, WA 98424, 
, 
, 
"
Blueline Manufacturing Co. - Pasco,"Clem Harris, clem@bluelinemfg.com","1330 E Broadway , Pasco, WA 99301, 
, 
, 
"
Agri-Service - Pasco,"Rena Olson, Store/Service Manager, renaolson@agri-service.com","1620 E James St., Pasco, WA 99301, 
, 
, 
"
Stotz Equipment - Farmington,"Jeremy Reiss, jreiss@stotzeq.com	","1201 Troy King Road, Farmington, NM 87401, 
, 
, 
"
Western Equipment - Clovis,"Sales Department, sales@west-equip.com","5800 Mabry Drive, Clovis, NM 88101, 
, 
, 
"
"Torgerson's, LLC - Billings","Jed  Bengtson, jed.bengtson@torgerson.biz","5022 Laurel Road, Billings, MT 59101, 
, 
, 
"
South Plains Implement - Mesquite,"Chuck Griffith, Sales","125 Hwy. 192, Mesquite, NM 88048, 
, 
, 
"
"Torgerson's, LLC - Belgrade","Jed  Bengston, jed.bengtson@torgerson.biz","5900 Jackrabbit Lane, Belgrade, MT 59714, 
, 
, 
"
Central Jersey Equipment - Columbus,"Bill Vanpelt, bvanpelt@centraljerseyequipment.com","2885 Route 206 South, Columbus, NJ 08022, 
, 
, 
"
"Torgerson's, LLC - Ethbridge","Jed Bengtson, jed.bengtson@torgerson.biz","1/4 Mile N of Hwy. 2, Ethbridge, MT 59435, 
, 
, 
"
Titan Machinery - Great Falls,"Sales Department, leadmanagement@titanmachinery.com","1215 38th Street North, Great Falls, MT 59405, 
, 
, 
"
Border Plains Equipment - Glasgow,"Mark Peterson, Sales Manager, Mark.peterson@borderplains.com","Highway 2 East, Glasgow, MT 59230, 
, 
, 
"
Titan Machinery - Missoula,"Sales Department, leadmanagement@titanmachinery.com","7580 Hwy. 10 West, Missoula, MT 59808, 
, 
, 
"
Titan Machinery - Billings,"Sales Department, leadmanagement@titanmachinery.com","1728 Old Hardin Road, Billings, MT 59101, 
, 
, 
"
21st Century Equipment - Imperial,"Used Sales, usedsales@21stcenturyequip.com","1001 Hwy. 61, Imperial, NE 69033, 
, 
, 
"
Tilleman Equipment - Havre,"Greg Mosness, agsales@tillemanmotor.com","4040 1st Street West, Havre, MT 59501, 
, 
, 
"
