address,area,book_table,can_order_via_zomato,cost_for_two,cuisine,delivery_reviews,dining_reviews,discount,featured_in,has_menu_available,location,min_amnt_for_discount,rating,res_link,rest_name,rest_type,review_rating,reviews
" HUDA Market, Sector 23, Gurgaon","Sector 23, Gurgaon",0,Yes,Rs. 150,Mithai,899,,,,1,,,4.0,https://www.zomato.com/ncr/gohana-famous-jalebi-sector-23-gurgaon,"Gohana Famous Jalebi
                                    ",Mithai,"4.0,5.0,1.0,5.0,4.0",
 Delivery Only,Uttam Nagar,0,No,Rs. 400,Bakery,4,,,,1,,,2.7,https://www.zomato.com/ncr/24x7-cake-1-uttam-nagar-new-delhi,"24x7 Cake
                                    ",Bakery,"5.0,5.0,5.0,5.0","I was shocked by they service in this pandemic. They are the best . And plus their cake was so fresh & delicious . The price is so reasonable. best of luck ,They provide the best cake service in the Dwarka area ."
" Opposite Bhagyawan CHS, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,0,No,Rs. 300,"Fast Food,, ,Chinese","1,029",,,,1,,,3.6,https://www.zomato.com/ncr/eat-out-mayur-vihar-new-delhi,"Eat Out
                                    ",Food Truck,"4.0,5.0,5.0,5.0,5.0",
" Shop C 4, Near Lal Kothi, Jeewan Park, Uttam Nagar, New Delhi",Uttam Nagar,0,Yes,Rs. 150,Bakery,150,,30,,1,,,3.7,https://www.zomato.com/ncr/cake-bake-uttam-nagar-new-delhi,"Cake & Bake
                                    ",Bakery,"4.0,3.0,5.0,5.0","I ordered pineapple cake from there it was so great in taste. The service was so fast . It made me licked my fingers.,I ordered truffle cake from there . The icing was so good and the cake was looking so lovely. But the base was a lil bit hard ."
" 1A/1, Circular Road, New Colony, Sector 7, Gurgaon","Sector 7, Gurgaon",0,No,Rs. 200,"Burger,, ,Fast Food","3,342",,10,,1,,,3.7,https://www.zomato.com/ncr/burger-xpress-sector-7-gurgaon,"Burger Xpress
                                    ",Quick Bites,"4.0,4.0,3.0,4.0,2.0","I love the place and food was freshly prepared and main course cuisines, The appetizers are delicious, the menu contains much dishes, the taste and flavours were perfect. The staff was polite and the setting area was nice.,#appetizer #cuisines #maincourse #flavours,The food and the service was great. We went for the Burger Xpress which came medium grilled and with two excellent sauces. One of the best burgers we've ever had.,I like this supreme burger. Best thing there is the fries 🍟"
" 353/354, 1st A cross, Koramangala 7th Block, Bangalore",Koramangala 7th Block,0,No,Rs. 200,"Fast Food,, ,Beverages",243,67,,,1,,,"3.9,4.2",https://www.zomato.com/bangalore/begin-with-us-tea-time-cafe-koramangala-7th-block-bangalore,"Begin with us....Tea Time Cafe
                                    ",Quick Bites,"5.0,4.0,4.0,1.0,5.0",
" 219, Binna Mangala, Opposite BDA Complex, 2nd Stage, Indiranagar, Bangalore",Indiranagar,0,Yes,Rs. 350,"South Indian,, ,North Indian,, ,Fast Food,, ,Chinese,, ,Beverages,, ,Desserts","2,480",359,,,1,,,"2.8,3.7",https://www.zomato.com/bangalore/adigas-indiranagar-bangalore,"Adiga's
                                    ",Casual Dining,"4.0,1.0,1.0,1.0,2.0","Spoon is not there food nice ok ,Very poorly made with out adequate daal and insanely spicy. The curd rice seemed to be made from buttermilk! I know how to cook and do a better job. Do not forsake quality for profit. Keep the good name of Kannadiga cusine alive,Guys please don't order from here. Zomato plz remove this place from safe & hygiene list. We are worried so much about the Covid-19 & seeing this restaurant in hygiene list we ordered dosa. Can you just imagine how they have done it's packing? The dosa has been wrapped in a silver foil & they have given just like without any box/cover to delivery person with tiny boxes of Chutney n sambar. If you're thinking to save your money then pack Chutney n sambar polythene but atleast u Shud pack dosa in a box & everything together in a brown cover. How can anyone be so brainless/careless during such situation I really don't understand. Upon that chutney was spoiled. It was not of the same texture...,read more,This hotel does not exist at the given location but still Zomato is taking orders. My order was taken and cancelled after 1 hour of waiting by Zomato. Order dated 4th feb and till date not changed despite complaint raised.correct or close your business. Do not make people wait for your wrong doings"
" 16, Ground Floor, Sri Anjaneya Plaza, TC Palya Main Road, Horamavu, Banaswadi, Bangalore",Banaswadi,0,Yes,Rs. 450,"North Indian,, ,Chinese","1,693",98,,,1,,,"3.6,3.9",https://www.zomato.com/bangalore/paratha-lounge-1-banaswadi-bangalore,"Paratha Lounge
                                    ",Quick Bites,"5.0,1.0,5.0,5.0,5.0",
" 1st Main, Sree Ramanjaneya Layout, Marathahalli, Bangalore",Marathahalli,0,Yes,Rs. 600,"South Indian,, ,North Indian,, ,Chinese,, ,Seafood","15,1",745,,,1,,,"3.9,3.8",https://www.zomato.com/bangalore/maria-taste-circle-marathahalli,"Maria Taste Circle
                                    ",Quick Bites,"1.0,1.0,1.0,1.0,2.0","Such a tasteless food and quantity is not even good for 1 person better to try good level outlet with same price,The typical south kerala ppl,Senseless,Didnt even sent a spoon along with the liquid form food,Thu,Was surprised to see one piece of chicken given for Rs.127 after a discount of 60% from Zomato!! But the price charged in Zomato is Rs.156+ taxes , but the menu given in Zomato says it is Rs.120. So at least Rs. 36 is charged extra by Zomato or the restaurant which is a mark up of 30%!!!,Price mark up of 30% + Delivery charge of 30%(Rs.41) and discount of 60%!! But still the customer mid paying atleast Rs. 7 above the menu price!!"
" Coffee Board Layout, Kempapura, Hebbal, Bangalore",Hebbal,0,Yes,Rs. 700,"Biryani,, ,North Indian,, ,Chinese,, ,Mughlai","12,4",524,20,,1,,,"3.8,3.6",https://www.zomato.com/bangalore/hyderabadi-bawarchi-hebbal,"Hyderabadi Bawarchi
                                    ",Casual Dining,"4.0,3.0,2.0,1.0,1.0","Biryani is quite good.But the service is little bit late, anotherwise the place is nice and peaceful.,Nice food and spacious ambience. Food service is quite good. Lassi is not good. Good for Team Lunch and dinner also.,Worst Briyani taste quantity OK OK only lollipop was good that's all biryani it wasn't biryani they gave biryani rice and mutton curry I guess waste of money ,They served left over food and delivered wrong order,I was surprised on how bad one can make a Biriyani! This was the worst Biriyani of my life. I never waste food. But this time I had to throw more than half of it!"
" 10, 3rd Main Road, Gandhinagar, Majestic Area, Majestic, Bangalore",Majestic,0,Yes,Rs. 500,"South Indian,, ,North Indian",209,273,,,1,,,"3.7,3.9",https://www.zomato.com/bangalore/sukh-sagar-majestic,"Sukh Sagar
                                    ",Casual Dining,"4.0,1.0,5.0,4.0,3.0",
 Delivery Only,Marathahalli,0,Yes,Rs. 250,"Desserts,, ,Ice Cream",20,,,,1,,,3.6,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-marathahalli-bangalore,"Sundae Everyday Ice Creams
                                    ",Desserts,"5.0,5.0,5.0,5.0,5.0",
" 13, NK Enclave Building, Chinnappa Layout, 4th Cross, Kammanahalli Main Road, Near Sathya Hospital, Kammanahalli, Bangalore",Kammanahalli,1,Yes,"Rs. 1,400",Korean,,291,,Meat Cravings,1,,,4.1,https://www.zomato.com/bangalore/arirang-korean-restaurant-kammanahalli,"Arirang Korean Restaurant
                                    ",Casual Dining,"5.0,1.0,1.0,5.0,5.0","Me and my friend went here and ordered glass noodles and seaweed roll and there were few side dishes too. They took a very good 45min to bring the order and when it finally arrived the noodles were extremely cold and sticky and tasteless we could hardly had a bite and the kimchi was tasteless too. It's very expensive not worth the money. Such a disappointing experience. We were still hungry so went to another restaurant. Not going again to this place. ,I ordered a Kimchi Jiggae (meal) from here through dunzo and paid an whooping Rs.525 (eventhough the prices on the Zomato menu says Rs.400) apart from the delivery charges for the same. However, I have wasn't provided with the side dishes with my order. Called up the restaurant and they refused to give side dishes for delivery. I have ordered from Korean restaurants previously also and sode dishes are always complimentary with every meal. Very poor value for money.,The place is small and hard to find unless you already know about it. Visited on a weekend just to try out some korean food.,Every item on the menu is on the expensive side so was hesitant at first. We ordered tteokbokki and some barbeque pork. They allow you to cook your own meat and add toppings as you want. The tteokbokki is also heated on a stove right infront of you. Would recommend you try the tteokbokki +1. Quantity is enough to be shared by 3 people. ,Food: 10/10,Ambience: 6/10,Value for money: 6/10,But giving it 5 stars since good food is what i came for.👍"
" 1, 5th Cross, Oppsite Ever Fine Super Market, RBI Layout, JP Nagar, Bangalore",JP Nagar,0,No,Rs. 100,"Fast Food,, ,Juices,, ,Street Food",23,,,,1,,,3.4,https://www.zomato.com/bangalore/chillz-jp-nagar-bangalore,"Chillz
                                    ",Quick Bites,"5.0,3.0,1.0,4.0","I have been to this place around three times. I have had their masala puri, bhel and cheese maggi. They were average in taste. Their shakes are too good. I tried their Ferrero Rocher shake. I have had their lychee lassi. It wasnt thick at all. I was really unhappy with the consistency. Lime soda was bad. They have some good sundaes. I went back to see if they added real cheese instead of mayo. So I tried their cheese masala puri. I dont know why these people don't get the different between cheese and mayo. And this keeps happening. I have heard about this from a lot of people. We have to mention about the cheese again even after we pay for it. I really dont like being cheated with mayo....,read more,Not clean,you will find flies every where ,they hav to maintain hygiene.they don't know difference between cheese and mayonise.they added Mayo instead of cheese.,Usually crowded in the evenings.,Love their potato twister and ice cream sizzlers.,Sometimes the chocolate sauce in the sizzler seems burnt.,Prices are ok."
" 2, Municipal 940, 6th Main, Koramangala 1st Block, Bangalore",Koramangala 1st Block,0,No,Rs. 300,"North Indian,, ,Chinese,, ,Asian",15,,,,1,,,3.9,https://www.zomato.com/bangalore/mutton-maska-bowls-koramangala-1st-block-bangalore,"Mutton Maska Bowls
                                    ",North Indian,"5.0,5.0","This grill shop sources from chop n serve. So the meat is the consistently fresh and tender. For a hole in the wall shop, their preparation is excellent.,The chef is ex-Leela. Their Malai Kebab is to die for. Easily the best I've had in Bangalore"
" 1109, 13th Cross, Eshwara Layout, Indiranagar 2nd Stage, Indiranagar, Bangalore",Indiranagar,0,No,Rs. 200,Maharashtrian,62,,,,1,,,3.9,https://www.zomato.com/bangalore/marathi-kitchen-2-indiranagar-bangalore,"Marathi Kitchen
                                    ",Maharashtrian,"4.0,5.0,5.0,5.0,5.0","One of the best misal I had in Bangalore.,Puri bhaji shrikhand was also good but not the best though.overall a superb place as it is the ultimate solution for maharashtrian food craving.,Great taste of maharashtrian food like misal paav, vada paav or khichdi.. worth visiting.. once u visit here u won’t miss pune or Mumbai food much.."
" 476, 2nd Floor, Avalahalli, BDA Park, Girinagar, Banashankari, Bangalore",Banashankari,0,Yes,Rs. 300,Biryani,"1,320",,10,,1,,,3.0,https://www.zomato.com/bangalore/banashankari-biryani-house-banashankari-bangalore,"Banashankari Biryani House
                                    ",Biryani,"5.0,4.0,1.0,1.0,1.0",
" 42 B, Parathewali Gali, Opposite Central Bank, Chandni Chowk, New Delhi",Chandni Chowk,0,No,Rs. 300,Mithai,,59,,,1,,,3.6,https://www.zomato.com/ncr/rabri-bhandar-chandni-chowk-new-delhi,"Rabri Bhandar
                                    ",Sweet Shop,"4.0,5.0,2.0,3.0,1.0","Tasty and delicious Rabri.,The quality of Rabri here is awesome. I just loved it.,this is a small shop inside the paranthe wali gali selling milk and milk products...rabri was decent..we really liked the khurchan...it sells a few items but they are well worth it..."
" Shop 4, Ground Floor, Noorie House, Sherly Rajan Road, Carter Road, Bandra West, Mumbai","Carter Road, Bandra West",0,Yes,Rs. 500,"Bakery,, ,Desserts,, ,Fast Food,, ,Beverages",981,279,,Sweet Tooth,1,,,"4.0,4.1",https://www.zomato.com/mumbai/pink-sugar-carter-road-bandra-west,"Pink Sugar
                                    ",Bakery,"1.0,5.0,5.0,5.0,5.0","Ordered this cake for my brothers birthday as a surprise.  Must say it was absolutely divine.  Good decision to order this cake (based on a previous review of another customer). Cake was good and the chocolate was awesome. Reasonably priced and great value for money.,I ordered this for my baby sister birthday.......the name is Death by Chocalate cake & it was so delicious.....like chocalate heaven.....🤩Thanks a lot Pink sugar for making our day so yummiest n tasty during lockdown.❤,The cake was yummy and the best option for chocolate cake lovers during lockdown"
" Bhagithi Vihar, Main Saharanpur Road, Loni, Ghaziabad",Loni,0,No,Rs. 250,"Mughlai,, ,Lebanese",,23,,,0,,,3.4,https://www.zomato.com/ncr/salam-chicken-restaurant-1-loni-ghaziabad,"Salam Chicken Restaurant
                                    ",Quick Bites,"5.0,5.0,1.0,5.0,5.0",
" JW Marriott, Juhu Tara Road, Juhu, Mumbai","JW Marriott Mumbai Juhu, Juhu",1,Yes,"Rs. 3,500","Italian,, ,Continental,, ,North Indian,, ,Asian",,2368,,,1,,,4.3,https://www.zomato.com/mumbai/lotus-cafe-jw-marriott-mumbai-juhu-juhu,"Lotus Cafe - JW Marriott Mumbai Juhu
                                    ",Fine Dining,"3.0,4.0,4.0,5.0,4.0","To start with this place has a very distinctive vibe to it!,Needless to say the interiors and the ambience is stunning!!!,Going only for the ambience? ✅,Coming to the foood,To start with we got sev puri complimentary which tasted nice.,We called for a,Strawberry milkshake- honestly the presentation and even the taste was below average. (photo for the reference) ,All veggie pizza - the portion size was good but again tasted a little bland and needed seasoning. ,Ended up with an hazelnut fondue which tasted the best out of the lot!!,If you are going for the feel of it, it won't disappoint but food could have been better :) ,Date of Visits: 18th July, 18; 19th October, 19.,Having a special fondness for JW Juhu, I have been to the Lotus cafe twice, one for a family dinner and one with a friend. The location of the place is just right down the staircase and its a huge place, can be a bit noisy at times. Primarily a place for Indian food, it also serves Italian. The place is known for their buffet spread and it is as better as it could with such a variety that all you can do is just taste all the dishes and you'll be full. But it comes with such a cost. ,Coming to my visits, I have had a la cartè on both my visits and it has been wonderful both the times. With a limited vegetarian menu, I have almost had...,read more,This popular Mumbai coffee shop is the traditional,hub for the Bollywood stars and has a smorgasbord of,culinary options on offer. The focus is on live cooking,and the options change every day from Wellness,Wednesdays to Seafood Saturdays. The Indian food,is authentic and every day of the week is a foray into,varied regional cuisines. Chefs are focused on fresh and,seasonal ingredients to ensure consistent food quality.,The breakfast spread is vast and does not leave room for,options. However, the restaurant is a bit stark and feels,like you are dining in an amphitheatre exposed to the,world.,Everything is good till weekends"
" N50, JJ Colony, Near Gate 4, Siriniwas Puri, Friends Colony, New Delhi",Friends Colony,0,Yes,Rs. 300,Chinese,"3,232",134,40,,1,,,"3.3,3.3",https://www.zomato.com/ncr/hangchuas-chinese-food-friends-colony-new-delhi,"Hangchua's Chinese Food
                                    ",Quick Bites,"5.0,5.0",
" 1/122, Shankar Road, Rajinder Nagar, New Delhi",Rajinder Nagar,0,No,Rs. 150,"Desserts,, ,Beverages",333,82,,,1,,,"3.9,4.1",https://www.zomato.com/ncr/high-on-desserts-rajinder-nagar-new-delhi,"High On Desserts
                                    ",Dessert Parlor,"5.0,5.0,5.0,5.0,5.0","High on desserts is one of my most favourite dessert shops in Delhi. It is located in the front lanes of karol bagh main streets, actually i travelled around 20kms to reach this place for trying their amazing plate of churros & trust me. It was the most amazing thing i have ever done. They are an attractive combo of 3 flavoured churros along with your two favourite dips at the most reasonable cost. I dragged my friend for this amazing place & she enjoyed this place too. It was an amazing trip with her walking and exploring this shop. We had ordered strawberry shake, hot chocolate and french fries, they were also up to the mark. Churros was finely crafted as one of the amazing desserts...,read more,It is such a pretty place for amazing desserts. We tried their watermelon mojito which was just so refreshing. Their chocolate overloaded pancakes were too yum, highly recommended from my side. Would love to visit here again.💯,Was here a few days back. It is a small yet a pretty place to hangout with friends. Their dessert range is totally amazing. I loved the three way churros, they were too heavy and satisfying as well. Their chocolate pancakes are a must try. Had a great time at this place. Loved it.,Food- Yesterday I visited this place, I had Berry Berry shake and Chocolate fondue. Berry berry is presentable, refreshing and has apt sweetness.👌,I just loved the chocolate fondue concept. Hot  chocolate is served with marshmallow, brownie, churros, strawberries chocolate sticks and waffle. I guess nothing is left. Everything that we can eat with chocolate was there on the platter.❤,Quality and presentation was above par!,Taste was so good that your tastebuds gonna miss it.,Ambience- Petite and cute😍,Service- Outstanding 💯,Highly recommended✔"
" Shop-105, SS Plaza, Opposite Shiv Vani School, Mahavir Enclave, Palam, New Delhi",Palam,0,Yes,Rs. 350,"Kerala,, ,North Indian,, ,Chinese",399,36,,,1,,,"3.2,3.2",https://www.zomato.com/ncr/karimpil-grills-palam-new-delhi,"Karimpil Grills
                                    ",Quick Bites,"5.0,5.0,5.0,5.0,5.0","I had went there with my friends and we wanted to try kerala cuisine .The restaurant ambiance was very nice and it was pocket friendly and most amazingly the food was awesome.,looking forward to have their food again."
" AB 3, Ground Floor, Damodar Haridas Building, TH Kataria Marg, Mahim, Mumbai",Mahim,0,No,Rs. 450,"Pizza,, ,Fast Food",519,115,,,1,,,"3.5,3.5",https://www.zomato.com/mumbai/jangos-pizza-mahim,"Jango's Pizza
                                    ",Quick Bites,"5.0,5.0,4.0,1.0,4.0","Jango's Pizza has become one of my favorite spot for pizzas. The menu is perfect. Service and staff is good. Good quality and fresh food served. Great varieties of pizzas. I like the way they garnish their pizzas with all the toppings. Good quantity of toppings and cheese, pizzas bread is too soft, sauces are flavourful. Other than pizzas they also serve Garlic bread, chicken dishes and desserts. Collectively a good and pocket friendly place.,Mayo is fine, but not on pizza. This is the exact reason why I avoid so called Cheese Burst pizzas. Despite ording a regular pizza from Jangos, it was coated with this terrible combination of cheese and mayo which was quite simply difficult to swallow.,Never go for the plain cheese pizza. That mayo topping is overwhelming. The other pizza, Spicy Veg, was more tolerable. I hate to waste food but had to get rid of these pies.,A note to the restaurant would be to actually mention the ingredients for each pizza. Mayo isn't a common topping and not everyone wants it.,Love their pizzaaa!,Ordered it because it had some crazy offers on uber eats and since than there is no looking back.,The pizza they serve are very high on quality and taste. What i like about this place is that they keep the pricing very nominal which makes you try new varieties from the menu.,I highly recommend this place for their pizzaa!!"
" Shop 7, Plot 25, Ground Floor, Ravechi Heights CHS, Sector 7, Kharghar, Navi Mumbai",Kharghar,0,No,Rs. 550,"Bengali,, ,North Indian,, ,Chinese",118,41,,,0,,,"3.1,3.1",https://www.zomato.com/mumbai/kitchen-dak-bangla-kharghar-navi-mumbai,"Kitchen Dak Bangla
                                    ",Quick Bites,"4.0,5.0,5.0,5.0,5.0","Food quality and quantity is nice.. supporting staff.. very well managed..,Ordered chilly chicken and fish kalia taste was gud really liked will try other Bengali dishes too"
" Film City Road, Near Wageshwari Mandir, Gokuldham, Goregaon East, Mumbai",Goregaon East,0,No,Rs. 750,"Chinese,, ,Malwani,, ,Seafood",,448,,,1,,,3.9,https://www.zomato.com/mumbai/ratnagiri-malvani-food-1-goregaon-east,"Ratnagiri Malvani Food
                                    ",Casual Dining,"5.0,4.0,3.0,5.0,4.0","Looking for some authentic malwani seafood? Ratnagiri offers one of the finest malawani seafood dishes. We tried their prawns rava fry and it was absolutely amazing. The prawns were fresh, well fried and juicy and the batter was absolutely delicious. It was served with a green chutney and some thecha pickle which just added to the flavor.  We also tried their surmai tava fry. The surmai piece was quite filling and the Masala was spicy and delicious.,Price:₹ 250-400,This one is the new improved fancy version of the good ol' Ratnagiri. And once u enter u get to see how fancy it is, with a bar that's done up like any happening pub of andheri. Food is as good as always, but over priced, especially if u r habituated with the pricing of the original restaurant. The big issue here is the staff who are new, utterly ignorant and not trained and proactive. Just hovering around the table is NOT being attentive, and somebody needs to tell them that. The place is beautiful though, spread over two floors, with an exclusive private dining area as well. Met one of the partners on our way out, and his enthusiasm was very appealing. They do want to pitch this place...,read more,As one of my friend was getting married, he had given us his bachelor party in Ratnagiri restaurant in Goregoan as this hotel was nearby to his house.,I really like the fish tank designed ambience of this place.,The food also was good here but the ambience is excellent and people would always love such ambience.,#ratnagirimalvani,Restaurant is very good for seafood.,We tried prawns, chicken , veg thali, caramel custard.,Manager named Vasudev was very friendly & talkative.,Golden prawn finger starter was delicious.,Decor is good.,Good music is playing in the background.,Even in the toilets there's music.,Also not to forget they give complimentary wafers, flavoured peanuts, paan kulfi , chochlates."
" 1-2, Kalika Towers, Kolbad Road, Khopat, Thane West","Khopat, Thane West",0,No,Rs. 500,"Pizza,, ,Burger,, ,Sandwich,, ,Italian,, ,Chinese,, ,Fast Food,, ,Street Food","3,315",1132,,On the Outskirts,1,,,"4.3,3.8",https://www.zomato.com/mumbai/st-anthonys-chinese-khopat-thane-west-thane,"St Anthony's Chinese
                                    ",Casual Dining,"5.0,5.0,3.0,3.0,2.0","Amazing pasta ... the chicken pasta .. is water melting .. lovely,Always wanted to try this place, finally got the chance to try it Today. Ordered their chicken pasta and garlic bread. Had high expectations as the place is rated very high on Zomato. The pasta’s quantity was a bit disappointing however the taste was very good and the food was super hot which is a plus. They could add a few more things to give character to the dish as it was too plain and bland white. However the flavour was good. The garlic bread was a little disappointing as it lacked and garlic flavour and wasn’t even properly toasted. I’ll give it a pass. Pasta was nice. Will order some other things from here and update my review on this place. Quality and...,read more,What I ordered:,King Chicken Steak Burger: Very less flavours ⭐⭐,Smoked Chicken Sandwich with mayo: Toast was too hard and the flavor was bland ⭐⭐,Chicken 65: Nice taste, flavourful. Too oily. ⭐⭐⭐,Chocolate cheesecake: Quite good ⭐⭐⭐,Chicken chilli was very bad. Looked like left over chicken was sent. Taste was also very bad. Not gonna recommend anyone"
" Shop 1/A, MS Ali Road, Near Nishat Cinema, Grant Road, Mumbai",Grant Road,1,Yes,Rs. 700,"North Indian,, ,Chinese,, ,Mughlai,, ,Beverages,, ,Fast Food","5,590",609,15,,1,,,"3.8,2.7",https://www.zomato.com/mumbai/mini-delhi-grant-road,"Mini Delhi
                                    ",Casual Dining,"5.0,1.0,1.0,4.0,5.0","This place is one of the best restaurant in the locality which serves a variety of North Indian Chinese and Mughlai food.,I had ordered ,Butter chicken and dum biriyani.,Both were amazing and Soo much tempting.,The quality of the food was good and packing was also wondering.,Highly recommended 👍,There was way too much of salt and oil ,there was less noodles and more of cabbage and it just didn’t taste good ,Just on the basis of one item ordered ""chicken   Chilly Kepsa"". ,Just a couple of words for this dish... it's not worth ordering... I was feeling like I have ordered fried Rice with Chicken chilly gravy.... which was not tasty at all..... 1/5 ,Let's this lockdown be ease little bit... will try some other stuff too and hope so those dishes will be good enough to change the rating.....,If anybody reading my review.., Kindly, suggest me some awesome dishes which I can try ...,Till then SAYONARA... ,As I stepped into Mini Delhi I felt an aura of tasty food and the delicious smell.,It's often visited by students, families and decent crowds,My personal favourite is Bityani and chinese food,MUST TRY: Biryani and Lahori chicken,The service is Amazing,Food : 4.5/5,Service : 3.5/5,Ambience : 4/5,Come back? Definitely its worth it to comeback"
" Shop 6, Vrindavan Garden, Near D-Mart, Yashwant Viva Township, Nalasopara, Mumbai",Nalasopara,0,Yes,Rs. 350,Chinese,89,16,,,1,,,"3.2,3.3",https://www.zomato.com/mumbai/noodle-woodle-reloaded-nalasopara,"Noodle Woodle Reloaded
                                    ",Quick Bites,"5.0,5.0,5.0,3.0,5.0","Best Chinese food n awesome smoky taste,Really love this place💖,My all time favorite😍 awesome taste ,Variety of noodles available."
" Shop 6, Janaki Ram Society, L T Cross Road, Mulund East, Mumbai",Mulund East,0,Yes,Rs. 250,"Fast Food,, ,Sandwich,, ,Rolls",172,56,,,1,,,"3.9,3.3",https://www.zomato.com/mumbai/urban-delicacy-1-mulund-east,"Urban Delicacy
                                    ",Quick Bites,"5.0,5.0,4.0,5.0,5.0",
" 1, Shop 10, Safal Pride CHS, Opposite Sterling College, Sector 25, Nerul, Navi Mumbai",Nerul,0,No,Rs. 800,"Chinese,, ,Thai,, ,Asian","3,848",,,,1,,,3.5,https://www.zomato.com/mumbai/hot-wok-nerul-navi-mumbai,"Hot Wok
                                    ",Chinese,"5.0,1.0,5.0,5.0",
" 122/16/2, 100 Feet Road, Opposite Rajdhani Modern School, Main Burari Road, Sant Nagar, Azadpur, New Delhi",Azadpur,0,Yes,Rs. 500,"Pizza,, ,Fast Food","2,122",221,,,1,,,"3.6,4.0",https://www.zomato.com/ncr/da-pizza-palace-azadpur-new-delhi,"Da Pizza Palace
                                    ",Quick Bites,"4.0,3.0,4.0,1.0,5.0","Makani pizza is my favourite. It really tastes good. Tuesday and Friday offers are the best part. quite spacious place. Just need to complete order little fast. ,They r just famous because of location because no dominos n pizza hut outlet is available, staff behavior is unacceptable. Worse service I have ever seen, quality is also not good ...they are getting 4 star for those who actually does not know the taste of pizza"
" Spectra Foods, 27/28, BDA Shopping Complex, HAL 2nd Stage, Off Double Road, Indiranagar, Bangalore",Indiranagar,0,No,Rs. 800,"North Indian,, ,Chinese",,83,,,1,,,3.1,https://www.zomato.com/bangalore/the-beer-joint-indiranagar-bangalore,"The Beer Joint
                                    ",Casual Dining,"5.0,5.0,4.0,4.0,5.0","A small place with tap beer and food that has the same good standard over many years I have been visiting . ,Recently interiors have been redone ... Overall a good place to drink beer in a budget.,Only beer and lemon soda available.,This s d second tym visiting ds place , everytym i come here i get out wd some amazing memories ,very good place,silent ambience and the staff is very good especially Mr.Sachin a good guy neatly dressed nd comin bck to d food u can find some good and delicious foods for a reasonable price here the best dishes to try out here is,Sholay kabab = u can blend wd d curry leaves which will literally have a burst in ur mouth,Egg chilly = good wd a good amount of onions,Finger chips= crispy ones,Baby corn manchurian= good one but need to b lil more crsipy but tossed well wd local sauce,Paneer pakoda= the best veg dish here but its nt a pakoda but a bajji type u can find a good cut of paneer coated...,read more,Went with friends on this weekend.,Fresh draught beer with perfect temperature.,Normal options in the food menu.,Want to have fresh draught with reasonable price means here is d option. ,Really happy to be here after 1 year. I haven't found a single place like this where draught beer will be cheap like this. Foods are also good. 🍺"
" 117, Old Sonal Industrial Estate, Opposite Hotel Sai Palace, Grande Link Road, Malad West, Mumbai",Malad West,0,Yes,Rs. 500,"North Indian,, ,Mughlai,, ,Kebab,, ,Biryani,, ,Chinese","4,988",,,,1,,,3.7,https://www.zomato.com/mumbai/the-kitchen-crew-malad-west,"The Kitchen Crew
                                    ",North Indian,"5.0,5.0,5.0,5.0,4.0","Great food, ordered for the 1st time and definitely not the last time. Donot miss this joint. 👍👍👍,Wanted to eat something different so ordered the kitchen crew. They serves north Indian, muglai, kebabs. "
" Ground Floor, Balaji Movieplex, Sector 8, Kopar Khairane, Navi Mumbai",Kopar Khairane,0,Yes,"Rs. 1,600","North Indian,, ,Continental,, ,Asian,, ,Italian",153,1170,,,1,,,"4.2,4.1",https://www.zomato.com/mumbai/nau-se-barah-9-12-kopar-khairane-navi-mumbai,"Nau Se Barah 9/12
                                    ",Casual Dining,"3.0,4.0,4.0,4.0,5.0","This place has very relaxing atmosphere.. Music & ambience is just perfect to enjoy qualify of time with your loved ones. Food is also very nice.. Service was also good but little slow.. ,Nau se barah, a hyped place for all right reasons has an attractive bollywood ambience, w loud music & perfect cocktails this place is perfect to party, also the food is super delicious, do try!"
" Room 2, Ground Floor, George Villa Bamanpuri Village, JB Nagar, Chakala, Mumbai",Chakala,0,No,Rs. 600,"North Indian,, ,Chinese",71,,,,1,,,4.2,https://www.zomato.com/mumbai/cooked-home-food-soul-food-chakala,"Cooked - Home Food Soul Food
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0",
" Shop 8, Wadala Bhakti Park, Max Theater, Wadala East, Mumbai",Wadala,0,No,Rs. 300,"Chinese,, ,Thai",56,,,,1,,,3.2,https://www.zomato.com/mumbai/spice-n-sprit-wadala,"Spice N Sprit
                                    ",Chinese,"4.0,5.0,5.0,5.0,4.0",Awesome food...
